danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.666,0.408,1,-7.464,1,0.0393,0.404,0.00251,0.0316,0.474,92.01,audio_features,52rbzvOCmHgprzUaMqZEPK,spotify:track:52rbzvOCmHgprzUaMqZEPK,https://api.spotify.com/v1/tracks/52rbzvOCmHgprzUaMqZEPK,https://api.spotify.com/v1/audio-analysis/52rbzvOCmHgprzUaMqZEPK,161107,4
0.619,0.705,8,-6.112,1,0.257,0.176,0.0,0.489,0.372,77.981,audio_features,1kvKOGxYFufFOZFEOCDJxz,spotify:track:1kvKOGxYFufFOZFEOCDJxz,https://api.spotify.com/v1/tracks/1kvKOGxYFufFOZFEOCDJxz,https://api.spotify.com/v1/audio-analysis/1kvKOGxYFufFOZFEOCDJxz,240300,4
0.752,0.692,11,-6.436,0,0.0242,0.359,0.0343,0.103,0.743,114.987,audio_features,5ZJrnxlVNseqSqR9QHQLbF,spotify:track:5ZJrnxlVNseqSqR9QHQLbF,https://api.spotify.com/v1/tracks/5ZJrnxlVNseqSqR9QHQLbF,https://api.spotify.com/v1/audio-analysis/5ZJrnxlVNseqSqR9QHQLbF,224888,4
0.61,0.788,7,-3.599,1,0.0646,0.0278,1.06e-06,0.13,0.687,104.934,audio_features,3Q95VQL8yWRO8mkF6VoDzi,spotify:track:3Q95VQL8yWRO8mkF6VoDzi,https://api.spotify.com/v1/tracks/3Q95VQL8yWRO8mkF6VoDzi,https://api.spotify.com/v1/audio-analysis/3Q95VQL8yWRO8mkF6VoDzi,264733,4
0.596,0.578,1,-8.278,1,0.0239,0.0246,0.0,0.0813,0.413,87.009,audio_features,5kqVCS0pTuFomjxampGyep,spotify:track:5kqVCS0pTuFomjxampGyep,https://api.spotify.com/v1/tracks/5kqVCS0pTuFomjxampGyep,https://api.spotify.com/v1/audio-analysis/5kqVCS0pTuFomjxampGyep,186630,4
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,audio_features,2Za1AlJNvksouPPWbXpR2X,spotify:track:2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/tracks/2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/audio-analysis/2Za1AlJNvksouPPWbXpR2X,240507,4
0.654,0.798,0,-4.084,1,0.0451,0.188,0.0,0.15,0.574,92.207,audio_features,7mkT9kS25nUIoNkm02Ww0n,spotify:track:7mkT9kS25nUIoNkm02Ww0n,https://api.spotify.com/v1/tracks/7mkT9kS25nUIoNkm02Ww0n,https://api.spotify.com/v1/audio-analysis/7mkT9kS25nUIoNkm02Ww0n,211760,4
0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,audio_features,7rfiXyFb5M9BqdkvKvVEiB,spotify:track:7rfiXyFb5M9BqdkvKvVEiB,https://api.spotify.com/v1/tracks/7rfiXyFb5M9BqdkvKvVEiB,https://api.spotify.com/v1/audio-analysis/7rfiXyFb5M9BqdkvKvVEiB,228707,4
0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,audio_features,0r4SsYcwvd8URat6AS2m6f,spotify:track:0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/tracks/0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/audio-analysis/0r4SsYcwvd8URat6AS2m6f,201122,4
0.679,0.559,11,-8.122,1,0.3,0.0206,3.09e-05,0.255,0.471,173.985,audio_features,3GCVYVuCRRMH7WVtI5V0E3,spotify:track:3GCVYVuCRRMH7WVtI5V0E3,https://api.spotify.com/v1/tracks/3GCVYVuCRRMH7WVtI5V0E3,https://api.spotify.com/v1/audio-analysis/3GCVYVuCRRMH7WVtI5V0E3,175536,4
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4
0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,audio_features,37eGbhE1xVFSvcKkqGb6i1,spotify:track:37eGbhE1xVFSvcKkqGb6i1,https://api.spotify.com/v1/tracks/37eGbhE1xVFSvcKkqGb6i1,https://api.spotify.com/v1/audio-analysis/37eGbhE1xVFSvcKkqGb6i1,224681,4
0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,audio_features,1WSGTYKLEpKfNQYYW5Oymt,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,https://api.spotify.com/v1/tracks/1WSGTYKLEpKfNQYYW5Oymt,https://api.spotify.com/v1/audio-analysis/1WSGTYKLEpKfNQYYW5Oymt,158027,4
0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,audio_features,1BltsyC5W3SAABdxyrDXwi,spotify:track:1BltsyC5W3SAABdxyrDXwi,https://api.spotify.com/v1/tracks/1BltsyC5W3SAABdxyrDXwi,https://api.spotify.com/v1/audio-analysis/1BltsyC5W3SAABdxyrDXwi,255632,4
0.639,0.685,9,-4.571,0,0.049,0.105,0.0,0.143,0.363,110.041,audio_features,1xobJHNsdoBQAJ2cgSfHVu,spotify:track:1xobJHNsdoBQAJ2cgSfHVu,https://api.spotify.com/v1/tracks/1xobJHNsdoBQAJ2cgSfHVu,https://api.spotify.com/v1/audio-analysis/1xobJHNsdoBQAJ2cgSfHVu,238991,4
0.697,0.581,11,-7.986,0,0.0451,0.0584,0.0,0.393,0.467,123.977,audio_features,7dxKdQC9Vo1hDxIUnt1z0Q,spotify:track:7dxKdQC9Vo1hDxIUnt1z0Q,https://api.spotify.com/v1/tracks/7dxKdQC9Vo1hDxIUnt1z0Q,https://api.spotify.com/v1/audio-analysis/7dxKdQC9Vo1hDxIUnt1z0Q,181813,4
0.526,0.166,2,-10.745,1,0.0438,0.773,2.13e-05,0.147,0.26,135.316,audio_features,54Y7TjuJNBPIcoEFZWdzLR,spotify:track:54Y7TjuJNBPIcoEFZWdzLR,https://api.spotify.com/v1/tracks/54Y7TjuJNBPIcoEFZWdzLR,https://api.spotify.com/v1/audio-analysis/54Y7TjuJNBPIcoEFZWdzLR,235200,4
0.503,0.547,5,-8.409,0,0.0739,0.168,0.0,0.0817,0.32,149.917,audio_features,6Ri9UCon5eF07GqlNDk98L,spotify:track:6Ri9UCon5eF07GqlNDk98L,https://api.spotify.com/v1/tracks/6Ri9UCon5eF07GqlNDk98L,https://api.spotify.com/v1/audio-analysis/6Ri9UCon5eF07GqlNDk98L,174400,4
0.909,0.392,6,-6.221,0,0.0652,0.278,1.77e-06,0.106,0.61,127.052,audio_features,1nDOeWBfRKA5YNQ8bKWzMM,spotify:track:1nDOeWBfRKA5YNQ8bKWzMM,https://api.spotify.com/v1/tracks/1nDOeWBfRKA5YNQ8bKWzMM,https://api.spotify.com/v1/audio-analysis/1nDOeWBfRKA5YNQ8bKWzMM,154961,4
0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987,4
0.741,0.659,0,-7.894,1,0.0388,0.00347,0.000425,0.251,0.196,110.049,audio_features,6bdZCqyQeoYp7AkdWK1eeb,spotify:track:6bdZCqyQeoYp7AkdWK1eeb,https://api.spotify.com/v1/tracks/6bdZCqyQeoYp7AkdWK1eeb,https://api.spotify.com/v1/audio-analysis/6bdZCqyQeoYp7AkdWK1eeb,206294,4
0.786,0.69,3,-4.665,1,0.04,0.0865,9.03e-05,0.238,0.485,122.006,audio_features,3YlrH4ydAKkxuej6F4Nnkl,spotify:track:3YlrH4ydAKkxuej6F4Nnkl,https://api.spotify.com/v1/tracks/3YlrH4ydAKkxuej6F4Nnkl,https://api.spotify.com/v1/audio-analysis/3YlrH4ydAKkxuej6F4Nnkl,195561,4
0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977,audio_features,3h5IIiL9vK5aR0DZO6jD7D,spotify:track:3h5IIiL9vK5aR0DZO6jD7D,https://api.spotify.com/v1/tracks/3h5IIiL9vK5aR0DZO6jD7D,https://api.spotify.com/v1/audio-analysis/3h5IIiL9vK5aR0DZO6jD7D,270589,4
0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066,audio_features,5kgqTe1BM720OjU78TGYDw,spotify:track:5kgqTe1BM720OjU78TGYDw,https://api.spotify.com/v1/tracks/5kgqTe1BM720OjU78TGYDw,https://api.spotify.com/v1/audio-analysis/5kgqTe1BM720OjU78TGYDw,190400,4
0.685,0.909,10,-1.214,1,0.0584,0.0573,3.88e-06,0.33,0.675,124.963,audio_features,0o8nQDcnBdJP6Eh5T1zGGu,spotify:track:0o8nQDcnBdJP6Eh5T1zGGu,https://api.spotify.com/v1/tracks/0o8nQDcnBdJP6Eh5T1zGGu,https://api.spotify.com/v1/audio-analysis/0o8nQDcnBdJP6Eh5T1zGGu,203387,4
0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,audio_features,02M6vucOvmRfMxTXDUwRXu,spotify:track:02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu,213507,4
0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,audio_features,7jr3iPu4O4bTCVwLMbdU2i,spotify:track:7jr3iPu4O4bTCVwLMbdU2i,https://api.spotify.com/v1/tracks/7jr3iPu4O4bTCVwLMbdU2i,https://api.spotify.com/v1/audio-analysis/7jr3iPu4O4bTCVwLMbdU2i,189173,4
0.779,0.541,0,-6.824,1,0.0658,0.566,0.0,0.13,0.447,124.939,audio_features,6FRLCMO5TUHTexlWo8ym1W,spotify:track:6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,235545,4
0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,audio_features,5o4yGlG0PfeVUa6ClIyOxq,spotify:track:5o4yGlG0PfeVUa6ClIyOxq,https://api.spotify.com/v1/tracks/5o4yGlG0PfeVUa6ClIyOxq,https://api.spotify.com/v1/audio-analysis/5o4yGlG0PfeVUa6ClIyOxq,162586,4
0.761,0.672,1,-5.887,1,0.212,0.0893,9.77e-06,0.14,0.437,160.077,audio_features,1oJ8EDr2pv94IvSd6ZmDgo,spotify:track:1oJ8EDr2pv94IvSd6ZmDgo,https://api.spotify.com/v1/tracks/1oJ8EDr2pv94IvSd6ZmDgo,https://api.spotify.com/v1/audio-analysis/1oJ8EDr2pv94IvSd6ZmDgo,192405,3
0.654,0.781,1,-4.628,0,0.0514,0.496,0.0,0.104,0.699,152.013,audio_features,4yeWP0EabOteKT2MzPyeJ8,spotify:track:4yeWP0EabOteKT2MzPyeJ8,https://api.spotify.com/v1/tracks/4yeWP0EabOteKT2MzPyeJ8,https://api.spotify.com/v1/audio-analysis/4yeWP0EabOteKT2MzPyeJ8,184355,4
0.498,0.226,0,-13.746,0,0.0352,0.861,0.00432,0.117,0.256,71.081,audio_features,45bffjEUpuXRihhN3cofi8,spotify:track:45bffjEUpuXRihhN3cofi8,https://api.spotify.com/v1/tracks/45bffjEUpuXRihhN3cofi8,https://api.spotify.com/v1/audio-analysis/45bffjEUpuXRihhN3cofi8,235707,4
0.402,0.645,7,-4.738,1,0.108,0.359,4.38e-05,0.0717,0.291,157.577,audio_features,2OKyGFf822PrwhxV4stUQP,spotify:track:2OKyGFf822PrwhxV4stUQP,https://api.spotify.com/v1/tracks/2OKyGFf822PrwhxV4stUQP,https://api.spotify.com/v1/audio-analysis/2OKyGFf822PrwhxV4stUQP,183264,5
0.487,0.445,1,-10.959,0,0.113,0.0328,0.0104,0.0778,0.18,97.031,audio_features,3VDX4CCJWbRXBKuW5IY5R9,spotify:track:3VDX4CCJWbRXBKuW5IY5R9,https://api.spotify.com/v1/tracks/3VDX4CCJWbRXBKuW5IY5R9,https://api.spotify.com/v1/audio-analysis/3VDX4CCJWbRXBKuW5IY5R9,367391,4
0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,audio_features,3I4QOvltiKcMu3xmnQjEct,spotify:track:3I4QOvltiKcMu3xmnQjEct,https://api.spotify.com/v1/tracks/3I4QOvltiKcMu3xmnQjEct,https://api.spotify.com/v1/audio-analysis/3I4QOvltiKcMu3xmnQjEct,234653,4
0.622,0.58,1,-5.273,0,0.0504,0.00241,2.95e-05,0.112,0.512,104.41,audio_features,1qXjolYMICsnISl8xZAbA2,spotify:track:1qXjolYMICsnISl8xZAbA2,https://api.spotify.com/v1/tracks/1qXjolYMICsnISl8xZAbA2,https://api.spotify.com/v1/audio-analysis/1qXjolYMICsnISl8xZAbA2,221874,4
0.794,0.493,5,-7.257,1,0.0563,0.212,0.0133,0.13,0.626,92.026,audio_features,2yrJ1jWo3HLksJFUqUsZE4,spotify:track:2yrJ1jWo3HLksJFUqUsZE4,https://api.spotify.com/v1/tracks/2yrJ1jWo3HLksJFUqUsZE4,https://api.spotify.com/v1/audio-analysis/2yrJ1jWo3HLksJFUqUsZE4,201434,4
0.733,0.62,1,-10.525,1,0.0752,0.612,0.291,0.117,0.251,111.039,audio_features,51QEyJI5M7uyd8DOh9tqQY,spotify:track:51QEyJI5M7uyd8DOh9tqQY,https://api.spotify.com/v1/tracks/51QEyJI5M7uyd8DOh9tqQY,https://api.spotify.com/v1/audio-analysis/51QEyJI5M7uyd8DOh9tqQY,246755,4
0.516,0.474,2,-8.361,1,0.0377,0.0793,0.00338,0.134,0.192,183.95,audio_features,6rjtB7KSIiJ6v9vrACMlqF,spotify:track:6rjtB7KSIiJ6v9vrACMlqF,https://api.spotify.com/v1/tracks/6rjtB7KSIiJ6v9vrACMlqF,https://api.spotify.com/v1/audio-analysis/6rjtB7KSIiJ6v9vrACMlqF,234286,4
0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,audio_features,6K8VQ84MqhsoakN5MjrnVR,spotify:track:6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/tracks/6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/audio-analysis/6K8VQ84MqhsoakN5MjrnVR,277506,4
0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,audio_features,6Kkt27YmFyIFrcX3QXFi2o,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/tracks/6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/audio-analysis/6Kkt27YmFyIFrcX3QXFi2o,171728,4
0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,5G1sTBGbZT5o4PNRc75RKI,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4
0.788,0.592,8,-10.667,1,0.356,0.0085,6.75e-05,0.164,0.238,138.021,audio_features,0Yo9iPwWq7sLuFgoglnTb4,spotify:track:0Yo9iPwWq7sLuFgoglnTb4,https://api.spotify.com/v1/tracks/0Yo9iPwWq7sLuFgoglnTb4,https://api.spotify.com/v1/audio-analysis/0Yo9iPwWq7sLuFgoglnTb4,196465,4
0.656,0.746,7,-4.716,1,0.314,0.126,0.0,0.508,0.824,104.044,audio_features,44GokgCa37BTZP2NU2zkoJ,spotify:track:44GokgCa37BTZP2NU2zkoJ,https://api.spotify.com/v1/tracks/44GokgCa37BTZP2NU2zkoJ,https://api.spotify.com/v1/audio-analysis/44GokgCa37BTZP2NU2zkoJ,188939,3
0.744,0.758,2,-6.501,1,0.263,0.0141,1.22e-05,0.213,0.546,137.892,audio_features,13w7sJT2Xu6AN4gGj4wGv3,spotify:track:13w7sJT2Xu6AN4gGj4wGv3,https://api.spotify.com/v1/tracks/13w7sJT2Xu6AN4gGj4wGv3,https://api.spotify.com/v1/audio-analysis/13w7sJT2Xu6AN4gGj4wGv3,214258,4
0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,audio_features,7gpy7sfWPNuOKmUNs3XQYE,spotify:track:7gpy7sfWPNuOKmUNs3XQYE,https://api.spotify.com/v1/tracks/7gpy7sfWPNuOKmUNs3XQYE,https://api.spotify.com/v1/audio-analysis/7gpy7sfWPNuOKmUNs3XQYE,278373,5
0.269,0.332,2,-10.153,1,0.0331,0.0304,1.15e-05,0.0879,0.274,75.717,audio_features,0Z1jSa9OzaVXERNOpH3F9J,spotify:track:0Z1jSa9OzaVXERNOpH3F9J,https://api.spotify.com/v1/tracks/0Z1jSa9OzaVXERNOpH3F9J,https://api.spotify.com/v1/audio-analysis/0Z1jSa9OzaVXERNOpH3F9J,321227,4
0.799,0.518,4,-9.459,1,0.235,0.023,0.0,0.172,0.385,108.036,audio_features,1hZ13x9jzNpcSXd6hWtqsw,spotify:track:1hZ13x9jzNpcSXd6hWtqsw,https://api.spotify.com/v1/tracks/1hZ13x9jzNpcSXd6hWtqsw,https://api.spotify.com/v1/audio-analysis/1hZ13x9jzNpcSXd6hWtqsw,343077,4
0.662,0.928,2,-4.688,1,0.377,0.00324,0.0,0.17,0.775,90.509,audio_features,1LM6EReMkAxuDXDF26ekl2,spotify:track:1LM6EReMkAxuDXDF26ekl2,https://api.spotify.com/v1/tracks/1LM6EReMkAxuDXDF26ekl2,https://api.spotify.com/v1/audio-analysis/1LM6EReMkAxuDXDF26ekl2,227427,4
0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965,audio_features,4yyg2J2uXOjCtCyT64984C,spotify:track:4yyg2J2uXOjCtCyT64984C,https://api.spotify.com/v1/tracks/4yyg2J2uXOjCtCyT64984C,https://api.spotify.com/v1/audio-analysis/4yyg2J2uXOjCtCyT64984C,284147,4
0.573,0.656,2,-5.954,1,0.0562,0.228,0.0,0.0651,0.668,81.952,audio_features,12WtkO5DLE2CWjRGeXtwEW,spotify:track:12WtkO5DLE2CWjRGeXtwEW,https://api.spotify.com/v1/tracks/12WtkO5DLE2CWjRGeXtwEW,https://api.spotify.com/v1/audio-analysis/12WtkO5DLE2CWjRGeXtwEW,233587,4
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,192790,5
0.645,0.92,7,-7.113,1,0.042,0.0678,0.0,0.0797,0.921,115.995,audio_features,5CXuWIwBnyMVmhAtpHBmuO,spotify:track:5CXuWIwBnyMVmhAtpHBmuO,https://api.spotify.com/v1/tracks/5CXuWIwBnyMVmhAtpHBmuO,https://api.spotify.com/v1/audio-analysis/5CXuWIwBnyMVmhAtpHBmuO,274000,4
0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,audio_features,4RdRa3qq0GBSKjomxrkh5K,spotify:track:4RdRa3qq0GBSKjomxrkh5K,https://api.spotify.com/v1/tracks/4RdRa3qq0GBSKjomxrkh5K,https://api.spotify.com/v1/audio-analysis/4RdRa3qq0GBSKjomxrkh5K,273336,4
0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,audio_features,7brQHA2CgQpcMBiOlfiXYb,spotify:track:7brQHA2CgQpcMBiOlfiXYb,https://api.spotify.com/v1/tracks/7brQHA2CgQpcMBiOlfiXYb,https://api.spotify.com/v1/audio-analysis/7brQHA2CgQpcMBiOlfiXYb,251187,4
0.733,0.565,0,-8.515,1,0.0367,0.0621,0.000324,0.104,0.35,120.006,audio_features,3bi8yEuK44vLcbjHkPH0u1,spotify:track:3bi8yEuK44vLcbjHkPH0u1,https://api.spotify.com/v1/tracks/3bi8yEuK44vLcbjHkPH0u1,https://api.spotify.com/v1/audio-analysis/3bi8yEuK44vLcbjHkPH0u1,213707,4
0.733,0.811,9,-7.745,1,0.046,0.102,0.0,0.195,0.894,98.012,audio_features,4FkPNu2JHFDJgEsM8y8ve1,spotify:track:4FkPNu2JHFDJgEsM8y8ve1,https://api.spotify.com/v1/tracks/4FkPNu2JHFDJgEsM8y8ve1,https://api.spotify.com/v1/audio-analysis/4FkPNu2JHFDJgEsM8y8ve1,288000,4
0.547,0.816,8,-6.165,0,0.0624,0.0688,0.0,0.127,0.722,102.765,audio_features,2RUhtNBh43RtSg0WBPPq3m,spotify:track:2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m,203507,4
0.695,0.615,7,-5.325,0,0.042,0.15,0.000212,0.0879,0.414,124.015,audio_features,4pGqFOfzvfe6avb9kbZicC,spotify:track:4pGqFOfzvfe6avb9kbZicC,https://api.spotify.com/v1/tracks/4pGqFOfzvfe6avb9kbZicC,https://api.spotify.com/v1/audio-analysis/4pGqFOfzvfe6avb9kbZicC,240040,4
0.68,0.693,0,-7.234,1,0.0435,0.445,0.0,0.208,0.851,114.948,audio_features,36tghkPg1AO4HsAzo6YpPp,spotify:track:36tghkPg1AO4HsAzo6YpPp,https://api.spotify.com/v1/tracks/36tghkPg1AO4HsAzo6YpPp,https://api.spotify.com/v1/audio-analysis/36tghkPg1AO4HsAzo6YpPp,163880,4
0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,audio_features,1YLJVmuzeM2YSUkCCaTNUB,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB,251840,4
0.455,0.786,1,-5.16,1,0.0338,0.0234,0.0,0.145,0.416,103.172,audio_features,0uZ0orE84drZZzPKxCWSmR,spotify:track:0uZ0orE84drZZzPKxCWSmR,https://api.spotify.com/v1/tracks/0uZ0orE84drZZzPKxCWSmR,https://api.spotify.com/v1/audio-analysis/0uZ0orE84drZZzPKxCWSmR,267693,4
0.485,0.735,1,-5.929,1,0.0334,0.01,0.00794,0.213,0.456,131.234,audio_features,3kyxRga5wDGbKdmxXssbps,spotify:track:3kyxRga5wDGbKdmxXssbps,https://api.spotify.com/v1/tracks/3kyxRga5wDGbKdmxXssbps,https://api.spotify.com/v1/audio-analysis/3kyxRga5wDGbKdmxXssbps,276720,4
0.593,0.507,4,-9.463,1,0.0386,0.0467,0.000101,0.0964,0.344,141.978,audio_features,4YkmvF9kPRR0HOOK5XUxjZ,spotify:track:4YkmvF9kPRR0HOOK5XUxjZ,https://api.spotify.com/v1/tracks/4YkmvF9kPRR0HOOK5XUxjZ,https://api.spotify.com/v1/audio-analysis/4YkmvF9kPRR0HOOK5XUxjZ,215627,4
0.468,0.501,7,-7.041,1,0.0269,0.227,0.0,0.362,0.432,83.983,audio_features,41xHdj20b01SVrV9oDWgc7,spotify:track:41xHdj20b01SVrV9oDWgc7,https://api.spotify.com/v1/tracks/41xHdj20b01SVrV9oDWgc7,https://api.spotify.com/v1/audio-analysis/41xHdj20b01SVrV9oDWgc7,219707,4
0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,audio_features,5BSndweF91KDqyxANsZcQH,spotify:track:5BSndweF91KDqyxANsZcQH,https://api.spotify.com/v1/tracks/5BSndweF91KDqyxANsZcQH,https://api.spotify.com/v1/audio-analysis/5BSndweF91KDqyxANsZcQH,163133,4
0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,audio_features,46iI0binWzpkEJgIWTYUBR,spotify:track:46iI0binWzpkEJgIWTYUBR,https://api.spotify.com/v1/tracks/46iI0binWzpkEJgIWTYUBR,https://api.spotify.com/v1/audio-analysis/46iI0binWzpkEJgIWTYUBR,224333,4
0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,audio_features,4yugZvBYaoREkJKtbG08Qr,spotify:track:4yugZvBYaoREkJKtbG08Qr,https://api.spotify.com/v1/tracks/4yugZvBYaoREkJKtbG08Qr,https://api.spotify.com/v1/audio-analysis/4yugZvBYaoREkJKtbG08Qr,211578,4
0.754,0.657,5,-10.8,1,0.04,0.682,0.0417,0.172,0.964,97.691,audio_features,09dOpua4kGcHzH9Jt6KTzm,spotify:track:09dOpua4kGcHzH9Jt6KTzm,https://api.spotify.com/v1/tracks/09dOpua4kGcHzH9Jt6KTzm,https://api.spotify.com/v1/audio-analysis/09dOpua4kGcHzH9Jt6KTzm,283400,4
0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,audio_features,7ueP5u2qkdZbIPN2YA6LR0,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,259093,4
0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,audio_features,2tznHmp70DxMyr2XhWLOW0,spotify:track:2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,208760,4
0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,audio_features,1t2Hq2WIBcZINOEnK6mdJG,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,https://api.spotify.com/v1/tracks/1t2Hq2WIBcZINOEnK6mdJG,https://api.spotify.com/v1/audio-analysis/1t2Hq2WIBcZINOEnK6mdJG,239227,4
0.67,0.876,5,-4.905,0,0.0536,0.0127,0.00302,0.109,0.736,126.968,audio_features,4VbDJMkAX3dWNBdn3KH6Wx,spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,https://api.spotify.com/v1/tracks/4VbDJMkAX3dWNBdn3KH6Wx,https://api.spotify.com/v1/audio-analysis/4VbDJMkAX3dWNBdn3KH6Wx,276173,4
0.815,0.632,4,-13.05,1,0.0502,0.414,0.00314,0.14,0.649,121.98,audio_features,15Q6UkZSwelcujItCEaidK,spotify:track:15Q6UkZSwelcujItCEaidK,https://api.spotify.com/v1/tracks/15Q6UkZSwelcujItCEaidK,https://api.spotify.com/v1/audio-analysis/15Q6UkZSwelcujItCEaidK,327733,4
0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280,4
